County Name,Facility_Name,Full_Address,State,Total,latitudes,longitudes
MIDDLESEX,BOURNEWOOD HOSPITAL,"300 SOUTH STREET,BOSTON COLLEGE,MIDDLESEX,MA",MA,43505,42.33565,-71.17116
NORFOLK,WESTWOOD PEMBROKE HEALTH SYSTEMS,"45 CLAPBOARDTREE STREET,WESTWOOD,NORFOLK,MA",MA,9737,42.2138558,-71.1944335
BRISTOL,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,"49 HILLSIDE STREET,FALL RIVER,BRISTOL,MA",MA,9002,41.7074065,-71.1459366
BARNSTABLE,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,"830 COUNTY ROAD,POCASSET,BARNSTABLE,MA",MA,1635,41.6886763,-70.6017798
WORCESTER,WORCESTER RECOVERY CENTER AND HOSPITAL,"309 BELMONT STREET,WORCESTER,WORCESTER,MA",MA,13276,42.2802335,-71.7694812
MIDDLESEX,"WALDEN BEHAVIORAL CARE, LLC","9 HOPE AVENUE,WALTHAM,MIDDLESEX,MA",MA,43505,42.3686604,-71.2491164
ESSEX,WHITTIER PAVILION,"76 SUMMER STREET,HAVERHILL,ESSEX,MA",MA,36005,42.7786873,-71.0730651
SUFFOLK,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,"85 EAST NEWTON STREET,BOSTON,SUFFOLK,MA",MA,63117,42.336038,-71.0707256
BRISTOL,SOUTHCOAST BEHAVIORAL HEALTH,"581 FAUNCE CORNER ROAD,DARTMOUTH,BRISTOL,MA",MA,9002,41.6758357,-70.9879244
WORCESTER,TARAVISTA BEHAVIORAL HEALTH CENTER,"85 PATTON ROAD,DEVENS,WORCESTER,MA",MA,13276,42.5304204,-71.6150552
WAYNE,ST MARY MERCY HOSPITAL,"36475 FIVE MILE ROAD,LIVONIA,WAYNE,MI",MI,29753,43.522006,-84.904656
OTTAWA,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,"8333 FELCH ST,ZEELAND,OTTAWA,MI",MI,1990,42.8219762,-85.9874443
LENAWEE,EMMA L BIXBY MEDICAL CENTER,"818 RIVERSIDE AVENUE,ADRIAN,LENAWEE,MI",MI,321,41.9140469,-84.0492343
OAKLAND,PONTIAC GENERAL HOSPITAL,"461 W HURON ST,PONTIAC,OAKLAND,MI",MI,13442,42.6340652,-83.3087936
ST. JOSEPH,THREE RIVERS HEALTH,"701 S HEALTH PARKWAY,THREE RIVERS,ST. JOSEPH,MI",MI,2974,41.9353581,-85.6479325
KALAMAZOO,BRONSON METHODIST HOSPITAL,"601 JOHN STREET,KALAMAZOO,KALAMAZOO,MI",MI,1348,42.2865603,-85.5801876
OAKLAND,"ASCENSION PROVIDENCE HOSPITAL, SOUTHFIELD AND NOVI","16001 W NINE MILE RD,SOUTHFIELD,OAKLAND,MI",MI,13442,42.676815,-83.02814
WAYNE,BEAUMONT HOSPITAL - DEARBORN,"18101 OAKWOOD BLVD,DEARBORN,WAYNE,MI",MI,29753,42.2901126,-83.2147366
BERRIEN,"LAKELAND HOSPITAL, ST JOSEPH","1234 NAPIER AVENUE,ST JOSEPH,BERRIEN,MI",MI,1332,42.0888785,-86.4783664
BRANCH,PROMEDICA COLDWATER REGIONAL HOSPITAL,"274 E CHICAGO ST,COLDWATER,BRANCH,MI",MI,295,41.9376987,-84.989389
WAYNE,SINAI-GRACE HOSPITAL,"6071 W OUTER DRIVE,DETROIT,WAYNE,MI",MI,29753,42.4190793,-83.1823821
OAKLAND,ST JOSEPH MERCY OAKLAND,"44405 WOODWARD AVE,PONTIAC,OAKLAND,MI",MI,13442,42.6125736,-83.2759443
GRATIOT,MIDMICHIGAN MEDICAL CENTER-GRATIOT,"300 E WARWICK DR,ALMA,GRATIOT,MI",MI,119,43.3906783,-84.6625079
ST. CLAIR,LAKE HURON MEDICAL CENTER,"2601 ELECTRIC AVENUE,PORT HURON,ST. CLAIR,MI",MI,4294,42.9564033,-82.4355768
MONTCALM,SPECTRUM HEALTH UNITED HOSPITAL,"615 S BOWER STREET,GREENVILLE,MONTCALM,MI",MI,155,43.1744265,-85.2693295
ALPENA,MIDMICHIGAN MEDICAL CENTER - ALPENA,"1501 W CHISHOLM ST,ALPENA,ALPENA,MI",MI,125,45.0773679,-83.4492864
HILLSDALE,HILLSDALE HOSPITAL,"168 S HOWELL STREET,HILLSDALE,HILLSDALE,MI",MI,218,41.9117075,-84.63272
KENT,SPECTRUM HEALTH - BUTTERWORTH CAMPUS,"100 MICHIGAN ST NE,GRAND RAPIDS,KENT,MI",MI,9911,42.9693007,-85.6646427
BAY,MCLAREN BAY REGION,"1900 COLUMBUS AVE,BAY CITY,BAY,MI",MI,2585,43.5874693,-83.8683849
WASHTENAW,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474,ANN ARBOR,WASHTENAW,MI",MI,2120,42.2820788,-83.727315
MACOMB,HENRY FORD MACOMB HOSPITAL,"15855 NINETEEN MILE RD,CLINTON TOWNSHIP,MACOMB,MI",MI,8418,42.58698,-82.91992
WAYNE,HENRY FORD HOSPITAL,"2799 W GRAND BLVD,DETROIT,WAYNE,MI",MI,29753,42.367643,-83.0853755
MARQUETTE,MARQUETTE GENERAL HOSPITAL,"850 W BARAGA AVE,MARQUETTE,MARQUETTE,MI",MI,164,46.543059,-87.410421
DICKINSON,DICKINSON COUNTY MEMORIAL HOSPITAL,"1721 S STEPHENSON AVE,IRON MOUNTAIN,DICKINSON,MI",MI,400,45.8096455,-88.0445961
KENT,MERCY HEALTH SAINT MARY'S,"200 JEFFERSON AVENUE SE,GRAND RAPIDS,KENT,MI",MI,9911,42.9583729,-85.6628034
MUSKEGON,MERCY HEALTH HACKLEY CAMPUS,"1700 CLINTON STREET,MUSKEGON,MUSKEGON,MI",MI,1036,43.2224032,-86.2421924
LIVINGSTON,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,"620 BYRON RD,HOWELL,LIVINGSTON,MI",MI,946,42.6155019,-83.9414059
SAGINAW,COVENANT MEDICAL CENTER,"1447 N HARRISON,SAGINAW,SAGINAW,MI",MI,1584,43.428674,-83.955619
OAKLAND,STRAITH HOSPITAL FOR SPECIAL SURGERY,"23901 LAHSER,SOUTHFIELD,OAKLAND,MI",MI,13442,42.4645999,-83.2615232
OTTAWA,HOLLAND COMMUNITY HOSPITAL,"602 MICHIGAN AVE,HOLLAND,OTTAWA,MI",MI,1990,42.7741423,-86.1145878
SAGINAW,ASCENSION ST MARY'S HOSPITAL,"800 S WASHINGTON AVENUE,SAGINAW,SAGINAW,MI",MI,1584,43.424326,-83.9385504
BERRIEN,LAKELAND HOSPITAL WATERVLIET,"400 MEDICAL PARK DR,WATERVLIET,BERRIEN,MI",MI,1332,42.1854551,-86.2490976
ISABELLA,MCLAREN CENTRAL MICHIGAN,"1221 SOUTH DRIVE,MOUNT PLEASANT,ISABELLA,MI",MI,184,43.6001636,-84.7610494
WEXFORD,MUNSON HEALTHCARE CADILLAC HOSPITAL,"400 HOBART ST,CADILLAC,WEXFORD,MI",MI,53,44.2462368,-85.3904374
VAN BUREN,BRONSON SOUTH HAVEN HOSPITAL,"955 S BAILEY AVE,SOUTH HAVEN,VAN BUREN,MI",MI,385,42.3924485,-86.263998
WAYNE,BEAUMONT HOSPITAL - GROSSE POINTE,"468 CADIEUX RD,GROSSE POINTE,WAYNE,MI",MI,29753,42.3835099,-82.9138283
JACKSON,HENRY FORD ALLEGIANCE HEALTH,"205 N EAST AVE,JACKSON,JACKSON,MI",MI,6346,42.2509983,-84.1990613
MECOSTA,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,"605 OAK STREET,BIG RAPIDS,MECOSTA,MI",MI,45,43.6950303,-85.4744509
OGEMAW,MIDMICHIGAN MEDICAL CENTER-WEST BRANCH,"2463 SOUTH M-30,WEST BRANCH,OGEMAW,MI",MI,47,44.2643983,-84.2444054
ST. JOSEPH,STURGIS HOSPITAL,"916 MYRTLE AVE,STURGIS,ST. JOSEPH,MI",MI,2974,41.7949019,-85.4072381
GRAND TRAVERSE,MUNSON MEDICAL CENTER,"1105 SIXTH STREET,TRAVERSE CITY,GRAND TRAVERSE,MI",MI,130,44.7609549,-85.6420727
MONROE,PROMEDICA MONROE REGIONAL HOSPITAL,"718 N MACOMB ST,MONROE,MONROE,MI",MI,10026,41.9246118,-83.3880937
IOSCO,TAWAS ST JOSEPH HOSPITAL,"200 HEMLOCK,TAWAS CITY,IOSCO,MI",MI,123,44.2752455,-83.5096835
WAYNE,HARPER UNIVERSITY HOSPITAL,"3990 JOHN R STREET,DETROIT,WAYNE,MI",MI,29753,42.3518979,-83.0563402
EMMET,MCLAREN NORTHERN MICHIGAN,"416 CONNABLE AVE,PETOSKEY,EMMET,MI",MI,162,45.3729198,-84.9708303
HOUGHTON,UP HEALTH SYSTEM PORTAGE,"500 CAMPUS DRIVE,HANCOCK,HOUGHTON,MI",MI,33,47.1397518,-88.5867454
MASON,SPECTRUM HEALTH LUDINGTON HOSPITAL,"ONE N ATKINSON DRIVE,LUDINGTON,MASON,MI",MI,316,43.9568838,-86.4294095
KALAMAZOO,BORGESS MEDICAL CENTER,"1521 GULL ROAD,KALAMAZOO,KALAMAZOO,MI",MI,1348,42.3078399,-85.5598179
HURON,MCLAREN THUMB REGION,"1100 S VAN DYKE RD,BAD AXE,HURON,MI",MI,403,43.8033201,-83.0315917
SHIAWASSEE,MEMORIAL HEALTHCARE,"826 WEST KING STREET,OWOSSO,SHIAWASSEE,MI",MI,296,43.0061653,-84.18058
OAKLAND,"BEAUMONT HOSPITAL, ROYAL OAK","3601 W THIRTEEN MILE RD,ROYAL OAK,OAKLAND,MI",MI,13442,42.792462,-83.135489
GENESEE,HURLEY MEDICAL CENTER,"ONE HURLEY PLAZA,FLINT,GENESEE,MI",MI,3374,42.840267,-83.710164
OTSEGO,MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,"825 N CENTER AVE,GAYLORD,OTSEGO,MI",MI,225,45.0353304,-84.674969
GENESEE,MCLAREN FLINT,"401 S BALLENGER HIGHWAY,FLINT,GENESEE,MI",MI,3374,43.0138518,-83.7326175
WAYNE,BEAUMONT HOSPITAL - WAYNE,"33155 ANNAPOLIS AVE,WAYNE,WAYNE,MI",MI,29753,42.2693819,-83.4456964
WASHTENAW,FOREST HEALTH MEDICAL CENTER,"135 S PROSPECT ST,YPSILANTI,WASHTENAW,MI",MI,2120,42.237862,-83.6007532
WAYNE,HENRY FORD WYANDOTTE HOSPITAL,"2333 BIDDLE AVE,WYANDOTTE,WAYNE,MI",MI,29753,42.2101521,-83.1473085
OAKLAND,BEAUMONT HOSPITAL - FARMINGTON HILLS,"28050 GRAND RIVER AVENUE,FARMINGTON HILLS,OAKLAND,MI",MI,13442,42.4451218,-83.3245969
WASHTENAW,ST JOSEPH MERCY HOSPITAL,"5301 E HURON RIVER DR,ANN ARBOR,WASHTENAW,MI",MI,2120,42.2705442,-83.696008
WAYNE,ASCENSION ST JOHN HOSPITAL,"22101 MOROSS RD,DETROIT,WAYNE,MI",MI,29753,42.419472,-82.9132299
INGHAM,MCLAREN GREATER LANSING,"401 W GREENLAWN AVE,LANSING,INGHAM,MI",MI,1286,42.7038559,-84.5547521
OTTAWA,NORTH OTTAWA COMMUNITY HEALTH SYSTEM,"1309 SHELDON RD,GRAND HAVEN,OTTAWA,MI",MI,1990,43.0510759,-86.2291535
WAYNE,BEAUMONT HOSPITAL - TRENTON,"5450 FORT STREET,TRENTON,WAYNE,MI",MI,29753,42.1171344,-83.2137018
LAPEER,MCLAREN LAPEER REGION,"1375 N MAIN ST,LAPEER,LAPEER,MI",MI,341,43.0625271,-83.320692
MACOMB,ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS,"11800 EAST TWELVE MILE ROAD,WARREN,MACOMB,MI",MI,8418,42.47754,-83.0277
GENESEE,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,"ONE GENESYS PARKWAY,GRAND BLANC,GENESEE,MI",MI,3374,41.941724,-84.89717
OAKLAND,MCLAREN OAKLAND,"50 N PERRY ST,PONTIAC,OAKLAND,MI",MI,13442,42.6384622,-83.291491
MONTCALM,SPARROW CARSON HOSPITAL,"406 EAST ELM ST,CARSON CITY,MONTCALM,MI",MI,155,43.1757086,-84.8418956
ST. CLAIR,MCLAREN PORT HURON,"1221 PINE GROVE AVE,PORT HURON,ST. CLAIR,MI",MI,4294,42.9878542,-82.4297825
MIDLAND,MIDMICHIGAN MEDICAL CENTER-MIDLAND,"4000 WELLNESS DRIVE,MIDLAND,MIDLAND,MI",MI,1617,43.6393389,-84.2617999
MACOMB,MCLAREN MACOMB,"1000 HARRINGTON ST,MOUNT CLEMENS,MACOMB,MI",MI,8418,42.5878124,-82.898008
INGHAM,EDWARD W SPARROW HOSPITAL,"1215 E MICHIGAN AVENUE,LANSING,INGHAM,MI",MI,1286,42.7341598,-84.5352782
KENT,METRO HEALTH HOSPITAL,"5900 BYRON CENTER AVENUE, SW,WYOMING,KENT,MI",MI,9911,43.942679,-82.99611
ST. CLAIR,ASCENSION RIVER DISTRICT HOSPITAL,"4100 RIVER RD,EAST CHINA,ST. CLAIR,MI",MI,4294,43.926636,-84.767983
WAYNE,GARDEN CITY HOSPITAL,"6245 INKSTER RD,GARDEN CITY,WAYNE,MI",MI,29753,42.3323124,-83.3139891
OAKLAND,CRITTENTON HOSPITAL MEDICAL CENTER,"1101 W UNIVERSITY DRIVE,ROCHESTER,OAKLAND,MI",MI,13442,42.6785212,-83.1491598
WASHTENAW,ST JOSEPH MERCY CHELSEA,"775 S MAIN ST,CHELSEA,WASHTENAW,MI",MI,2120,42.3098113,-84.0155182
MACOMB,SOUTHEAST MICHIGAN SURGICAL HOSPITAL LLC,"21230 DEQUINDRE ROAD,WARREN,MACOMB,MI",MI,8418,42.451719,-83.0814186
OAKLAND,"BEAUMONT HOSPITAL, TROY","44201 DEQUINDRE ROAD,TROY,OAKLAND,MI",MI,13442,42.6209072,-83.091419
WAYNE,BEAUMONT HOSPITAL - TAYLOR,"10000 TELEGRAPH ROAD,TAYLOR,WAYNE,MI",MI,29753,42.235226,-83.2765143
WAYNE,DETROIT RECEIVING HOSPITAL,"4201 ST ANTOINE ST - 2C,DETROIT,WAYNE,MI",MI,29753,42.276724,-83.380492
SAGINAW,HEALTHSOURCE SAGINAW,"3340 HOSPITAL ROAD,SAGINAW,SAGINAW,MI",MI,1584,43.4548124,-84.0501374
OAKLAND,HURON VALLEY-SINAI HOSPITAL,"ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSHIP,OAKLAND,MI",MI,13442,42.5908126,-83.4973007
LIVINGSTON,ASCENSION BRIGHTON CENTER FOR RECOVERY,"12851 GRAND RIVER RD,BRIGHTON,LIVINGSTON,MI",MI,946,42.52948,-83.78022
WAYNE,KARMANOS CANCER CENTER,"4100 JOHN R,DETROIT,WAYNE,MI",MI,29753,42.3583381,-83.061992
OAKLAND,SURGEONS CHOICE MEDICAL CENTER,"22401 FOSTER WINTER DRIVE,SOUTHFIELD,OAKLAND,MI",MI,13442,42.4576142,-83.2033743
OAKLAND,HENRY FORD WEST BLOOMFIELD HOSPITAL,"6777 WEST MAPLE ROAD,WEST BLOOMFIELD,OAKLAND,MI",MI,13442,42.5362108,-83.4070678
MANISTEE,MUNSON HEALTHCARE MANISTEE HOSPITAL,"1465 E PARKDALE AVE,MANISTEE,MANISTEE,MI",MI,30,44.2713615,-86.2748384
BENZIE,PAUL OLIVER MEMORIAL HOSPITAL,"224 PARK AVENUE,FRANKFORT,BENZIE,MI",MI,22,44.636832,-86.2423881
KALKASKA,KALKASKA MEMORIAL HEALTH CENTER,"419 S CORAL,KALKASKA,KALKASKA,MI",MI,45,44.7385046,-85.179692
SCHOOLCRAFT,SCHOOLCRAFT MEMORIAL HOSPITAL,"7870W US HIGHWAY 2,MANISTIQUE,SCHOOLCRAFT,MI",MI,7,45.95775,-86.24625
LUCE,HELEN NEWBERRY JOY HOSPITAL,"502 W HARRIE ST,NEWBERRY,LUCE,MI",MI,3,46.3532739,-85.5154574
ARENAC,SAINT MARY'S STANDISH COMMUNITY HOSPITAL,"805 W CEDAR ST,STANDISH,ARENAC,MI",MI,39,43.9814376,-83.9690647
MACKINAC,MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,"1140 N STATE STREET,SAINT IGNACE,MACKINAC,MI",MI,10,45.8906093,-84.7299782
BARAGA,BARAGA COUNTY MEMORIAL HOSPITAL,"18341 US HIGHWAY 41,L' ANSE,BARAGA,MI",MI,5,46.793842,-88.488033
ALGER,MUNISING MEMORIAL HOSPITAL,"1500 SAND POINT RD,MUNISING,ALGER,MI",MI,4,46.4251595,-86.6252643
ONTONAGON,ASPIRUS ONTONAGON HOSPITAL INC,"601 S SEVENTH ST,ONTONAGON,ONTONAGON,MI",MI,1,46.866986,-89.303009
HURON,SCHEURER HOSPITAL,"170 N CASEVILLE RD,PIGEON,HURON,MI",MI,403,43.8346835,-83.2784926
SANILAC,DECKERVILLE COMMUNITY HOSPITAL,"3559 PINE ST,DECKERVILLE,SANILAC,MI",MI,81,43.5284424,-82.7341378
MONTCALM,SHERIDAN COMMUNITY HOSPITAL,"301 N MAIN ST,SHERIDAN,MONTCALM,MI",MI,155,43.2162044,-85.0741781
HURON,HARBOR BEACH COMMUNITY HOSPITAL,"210 S FIRST ST,HARBOR BEACH,HURON,MI",MI,403,45.087042,-83.635257
SANILAC,MCKENZIE HEALTH SYSTEM,"120 N DELAWARE STREET,SANDUSKY,SANILAC,MI",MI,81,43.4230874,-82.8316547
TUSCOLA,HILLS & DALES GENERAL HOSPITAL,"4675 HILL STREET,CASS CITY,TUSCOLA,MI",MI,251,43.6041351,-83.182279
MONTCALM,SPECTRUM HEALTH KELSEY HOSPITAL,"418 WASHINGTON,LAKEVIEW,MONTCALM,MI",MI,155,43.4415142,-85.2778939
IRON,"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC","1400 W ICE LAKE ROAD,IRON RIVER,IRON,MI",MI,465,46.0995525,-88.6192455
HOUGHTON,ASPIRUS KEWEENAW HOSPITAL AND CLINICS,"205 OSCEOLA,LAURIUM,HOUGHTON,MI",MI,33,47.2389581,-88.4433639
OCEANA,MERCY HEALTH LAKESHORE CAMPUS,"72 SOUTH STATE STREET,SHELBY,OCEANA,MI",MI,437,43.6070496,-86.3645144
MARQUETTE,BELL HOSPITAL,"901 LAKESHORE DRIVE,ISHPEMING,MARQUETTE,MI",MI,164,46.505197,-87.6843305
OSCEOLA,SPECTRUM HEALTH REED CITY HOSPITAL,"300 N PATTERSON, PO BOX 75,REED CITY,OSCEOLA,MI",MI,6401,47.12716,-88.587032
EATON,EATON RAPIDS MEDICAL CENTER,"1500 S MAIN STREET,EATON RAPIDS,EATON,MI",MI,381,42.4951639,-84.6586723
GLADWIN,MIDMICHIGAN MEDICAL CENTER-GLADWIN,"515 QUARTER STREET,GLADWIN,GLADWIN,MI",MI,30,43.9753495,-84.4939857
EATON,SPARROW EATON HOSPITAL,"321 E HARRIS STREET,CHARLOTTE,EATON,MI",MI,381,42.5657077,-84.8324291
ALLEGAN,ALLEGAN GENERAL HOSPITAL,"555 LINN STREET,ALLEGAN,ALLEGAN,MI",MI,435,42.5201499,-85.8562009
TUSCOLA,MCLAREN CARO REGION,"401 N HOOPER ST,CARO,TUSCOLA,MI",MI,251,43.4932376,-83.4081914
SANILAC,MARLETTE REGIONAL HOSPITAL,"2770 MAIN STREET,MARLETTE,SANILAC,MI",MI,81,43.332668,-83.0815921
IONIA,SPARROW IONIA HOSPITAL,"3565 S STATE ROAD,IONIA,IONIA,MI",MI,235,42.9358229,-85.0680129
VAN BUREN,BRONSON LAKEVIEW HOSPITAL,"408 HAZEN STREET,PAW PAW,VAN BUREN,MI",MI,385,42.2211643,-85.8970172
GOGEBIC,ASPIRUS IRONWOOD HOSPITAL,"N10561 GRAND VIEW LANE,IRONWOOD,GOGEBIC,MI",MI,37,46.447064,-90.164699
LENAWEE,PROMEDICA HERRICK HOSPITAL,"500 E POTTAWATAMIE STREET,TECUMSEH,LENAWEE,MI",MI,321,42.0021895,-83.9370303
DELTA,OSF ST FRANCIS HOSPITAL AND MEDICAL GROUP,"3401 LUDINGTON ST,ESCANABA,DELTA,MI",MI,149,45.7432187,-87.0951623
NEWAYGO,SPECTRUM HEALTH GERBER MEMORIAL,"212 S SULLIVAN ST,FREMONT,NEWAYGO,MI",MI,226,43.423703,-85.803336
BARRY,SPECTRUM HEALTH PENNOCK,"1009 W GREEN ST,HASTINGS,BARRY,MI",MI,315,42.6449631,-85.3023709
WAYNE,CHILDREN'S HOSPITAL OF MICHIGAN,"3901 BEAUBIEN STREET,DETROIT,WAYNE,MI",MI,29753,42.3518356,-83.0549129
KENT,PINE REST CHRISTIAN MENTAL HEALTH SERVICES,"300 - 68TH STREET, SE,GRAND RAPIDS,KENT,MI",MI,9911,43.940079,-82.996062
OAKLAND,HENRY FORD KINGSWOOD HOSPITAL,"10300 W EIGHT MILE ROAD,FERNDALE,OAKLAND,MI",MI,13442,42.61804,-83.333433
MACOMB,HARBOR OAKS HOSPITAL,"35031 23 MILE RD,NEW BALTIMORE,MACOMB,MI",MI,8418,42.676069,-82.75636
OAKLAND,HAVENWYCK HOSPITAL,"1525 UNIVERSITY DRIVE,AUBURN HILLS,OAKLAND,MI",MI,13442,42.6614558,-83.2495036
TUSCOLA,CARO CENTER,"2000 CHAMBERS, BOX A,CARO,TUSCOLA,MI",MI,251,43.790327,-83.429532
KALAMAZOO,KALAMAZOO REGIONAL PSYCHIATRIC HOSPITAL,"1312 OAKLAND DR,KALAMAZOO,KALAMAZOO,MI",MI,1348,42.2790326,-85.6051912
KENT,FOREST VIEW PSYCHIATRIC HOSPITAL,"1055 MEDICAL PARK SE,GRAND RAPIDS,KENT,MI",MI,9911,43.940079,-82.996062
WAYNE,WALTER P REUTHER PSYCHIATRIC HOSPITAL,"30901 PALMER RD,WESTLAND,WAYNE,MI",MI,29753,42.296365,-83.347033
WAYNE,BCA STONECREST CENTER,"15000 GRATIOT AVENUE,DETROIT,WAYNE,MI",MI,29753,42.4434624,-82.9711889
WAYNE,SAMARITAN BEHAVIORAL CENTER,"5555 CONNER AVENUE, SUITE 3N,DETROIT,WAYNE,MI",MI,29753,42.39469,-82.985824
WASHTENAW,THE CENTER FOR FORENSIC PSYCHIATRY,"8303 PLATT ROAD,SALINE,WASHTENAW,MI",MI,2120,42.16671,-83.78161
MACOMB,THE BEHAVIORAL CENTER OF MICHIGAN,"4050 E 12 MILE ROAD,WARREN,MACOMB,MI",MI,8418,42.506701,-83.0269103
HENNEPIN,NORTH MEMORIAL HEALTH,"3300 OAKDALE NORTH,ROBBINSDALE,HENNEPIN,MN",MN,14835,45.03219,-93.33856
ST. LOUIS,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,"407 EAST THIRD STREET,DULUTH,ST. LOUIS,MN",MN,9083,46.78327,-92.10658
HENNEPIN,HENNEPIN COUNTY MEDICAL CENTER 1,"701 PARK AVENUE,MINNEAPOLIS,HENNEPIN,MN",MN,14835,44.9764339,-93.259674
OLMSTED,OLMSTED MEDICAL CENTER,"1650 FOURTH STREET SOUTHEAST,ROCHESTER,OLMSTED,MN",MN,1403,44.02163,-92.4699
OLMSTED,MAYO CLINIC HOSPITAL ROCHESTER,"1216 SECOND STREET SOUTHWEST,ROCHESTER,OLMSTED,MN",MN,1403,44.02163,-92.4699
RICE,NORTHFIELD HOSPITAL,"2000 NORTH AVENUE,NORTHFIELD,RICE,MN",MN,931,45.745866,-94.124878
GOODHUE,MAYO CLINIC HEALTH SYSTEM IN RED WING,"701 HEWITT BOULEVARD,RED WING,GOODHUE,MN",MN,148,44.5599317,-92.5728598
ST. LOUIS,ESSENTIA HEALTH DULUTH,"502 EAST SECOND STREET,DULUTH,ST. LOUIS,MN",MN,9083,46.78327,-92.10658
ISANTI,CAMBRIDGE MEDICAL CENTER,"701 SOUTH DELLWOOD AVENUE,CAMBRIDGE,ISANTI,MN",MN,93,44.665815,-93.128658
NOBLES,SANFORD MEDICAL CENTER WORTHINGTON,"1018 SIXTH AVENUE PO BOX 997,WORTHINGTON,NOBLES,MN",MN,1706,43.61996,-95.5964
DOUGLAS,ALOMERE HEALTH,"111 17TH AVENUE EAST,ALEXANDRIA,DOUGLAS,MN",MN,13378,45.8733635,-95.375852
STEARNS,ST CLOUD HOSPITAL,"1406 6TH AVE NORTH,SAINT CLOUD,STEARNS,MN",MN,2643,45.5753359,-94.1691401
RAMSEY,ALLINA UNITED HOSPITAL,"333 NORTH SMITH AVENUE,SAINT PAUL,RAMSEY,MN",MN,5744,44.9417244,-93.1087523
ST. LOUIS,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,"750 EAST 34TH ST,HIBBING,ST. LOUIS,MN",MN,9083,47.4086985,-92.930466
FREEBORN,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN,"404 WEST FOUNTAIN STREET,ALBERT LEA,FREEBORN,MN",MN,327,43.6519658,-93.373408
WINONA,WINONA HEALTH SERVICES,"855 MANKATO AVENUE,WINONA,WINONA,MN",MN,186,44.0331452,-91.6243878
ST. LOUIS,ST LUKES HOSPITAL,"915 EAST 1ST STREET,DULUTH,ST. LOUIS,MN",MN,9083,46.7979957,-92.0864394
OTTER TAIL,LAKE REGION HEALTHCARE CORPORATION,"712 SOUTH CASCADE,FERGUS FALLS,OTTER TAIL,MN",MN,130,46.277255,-96.072417
HENNEPIN,PARK NICOLLET METHODIST HOSPITAL,"6500 EXCELSIOR BLVD,SAINT LOUIS PARK,HENNEPIN,MN",MN,14835,44.9299365,-93.3621353
HENNEPIN,ABBOTT NORTHWESTERN HOSPITAL,"800 EAST 28TH STREET,MINNEAPOLIS,HENNEPIN,MN",MN,14835,44.9540508,-93.2613343
DAKOTA,REGINA HOSPITAL,"1175 NININGER ROAD,HASTINGS,DAKOTA,MN",MN,4932,44.7479199,-92.8752428
RAMSEY,ST JOSEPH'S HOSPITAL,"45 WEST 10TH STREET,SAINT PAUL,RAMSEY,MN",MN,5744,44.9486236,-93.1004584
ITASCA,GRAND ITASCA CLINIC AND HOSPITAL,"1601 GOLF COURSE ROAD,GRAND RAPIDS,ITASCA,MN",MN,96,47.2228858,-93.5549542
WASHINGTON,LAKEVIEW MEMORIAL HOSPITAL,"927 WEST CHURCHILL STREET,STILLWATER,WASHINGTON,MN",MN,17929,44.04925,-92.436259
STEELE,OWATONNA HOSPITAL,"2250 26TH STREET NORTHWEST,OWATONNA,STEELE,MN",MN,284,44.08385,-93.22604
RICE,DISTRICT ONE HOSPITAL,"200 STATE AVENUE,FARIBAULT,RICE,MN",MN,931,44.2869449,-93.2571351
WRIGHT,BUFFALO HOSPITAL,"303 CATLIN ST,BUFFALO,WRIGHT,MN",MN,1090,45.1950425,-93.8709497
HENNEPIN,FAIRVIEW SOUTHDALE HOSPITAL,"6401 FRANCE AVENUE SOUTH,EDINA,HENNEPIN,MN",MN,14835,44.8867598,-93.3264503
HENNEPIN,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW","2450 RIVERSIDE AVENUE,MINNEAPOLIS,HENNEPIN,MN",MN,14835,44.9668321,-93.2370725
ST. LOUIS,ESSENTIA HEALTH VIRGINIA,"901 9TH STREET NORTH,VIRGINIA,ST. LOUIS,MN",MN,9083,47.5314433,-92.5488127
KANDIYOHI,CARRIS HEALTH LLC,"301 BECKER AVE SW,WILLMAR,KANDIYOHI,MN",MN,613,45.120263,-95.047573
BLUE EARTH,MAYO CLINIC HEALTH SYSTEM - MANKATO,"1025 MARSH STREET,MANKATO,BLUE EARTH,MN",MN,679,44.1636371,-93.9843762
